Bias Leilões,Apartamento,"R$1.491.806,67",https://www.biasileiloes.com.br//sale/detail?id=28582,Apartamento em Jacarepaguá Rio de Janeiro/RJ
Bias Leilões,Apartamento,"R$65.000,00",https://www.biasileiloes.com.br//sale/detail?id=28358,Apartamento no Parque Joquei Club em Campos dos Goytacazes/RJ
Bias Leilões,Comercial,"R$139.900,00",https://www.biasileiloes.com.br//sale/detail?id=28610,Sala Comercial na Barra da Tijuca - Rio de Janeiro/RJ
Bias Leilões,Comercial,"R$129.900,00",https://www.biasileiloes.com.br//sale/detail?id=28612,Sala Comercial em Taquara - Rio de Janeiro/RJ
Bias Leilões,Comercial,"R$64.900,00",https://www.biasileiloes.com.br//sale/detail?id=28617,Sala Comercial no Jardim Imperial em Itaboraí/RJ
Bias Leilões,Casa,"R$319.900,00",https://www.biasileiloes.com.br//sale/detail?id=28620,Casa em Lins de Vasconcelos - Rio de Janeiro/RJ
Bias Leilões,Apartamento,"R$749.900,00",https://www.biasileiloes.com.br//sale/detail?id=28622,Apartamento no Centro de Nova Iguaçu/RJ
Bias Leilões,Comercial,"R$349.900,00",https://www.biasileiloes.com.br//sale/detail?id=28625,Loja/Salão Comercial em Ipanema - Rio de Janeiro/RJ
Bias Leilões,Apartamento,"R$99.900,00",https://www.biasileiloes.com.br//sale/detail?id=28628,Apartamento em Coelho - São Gonçalo/RJ
Bias Leilões,Apartamento,"R$419.900,00",https://www.biasileiloes.com.br//sale/detail?id=28630,Apartamento Duplex em Glória - Macaé/RJ
Bias Leilões,Casa,"R$99.900,00",https://www.biasileiloes.com.br//sale/detail?id=28638,Casa em Laranjal - São Gonçalo/RJ
Bias Leilões,Comercial,"R$59.900,00",https://www.biasileiloes.com.br//sale/detail?id=28641,Sala Comercial em Raul Veiga - São Gonçalo/RJ
Bias Leilões,Comercial,"R$69.900,00",https://www.biasileiloes.com.br//sale/detail?id=28642,Sala Comercial em Raul Veiga - São Gonçalo/RJ
Bias Leilões,Apartamento,"R$274.900,00",https://www.biasileiloes.com.br//sale/detail?id=28644,Apartamento em Jacarepaguá - Rio de Janeiro/RJ
Bias Leilões,Casa,"R$134.900,00",https://www.biasileiloes.com.br//sale/detail?id=28651,Casa em Maria Paula - São Gonçalo/RJ
Bias Leilões,Apartamento,"R$69.900,00",https://www.biasileiloes.com.br//sale/detail?id=28654,Apartamento em Paciência - Rio de Janeiro/RJ
Bias Leilões,Comercial,"R$89.900,00",https://www.biasileiloes.com.br//sale/detail?id=28657,Sala Comercial no Centro do Rio de Janeiro/RJ
Bias Leilões,Casa,"R$219.900,00",https://www.biasileiloes.com.br//sale/detail?id=28660,Casa em Senador Camara - Rio de Janeiro/RJ
Bias Leilões,Comercial,"R$69.900,00",https://www.biasileiloes.com.br//sale/detail?id=28663,Sala Comercial em Taquara - Rio de Janeiro/RJ
Bias Leilões,Chácara,"R$349.990,00",https://www.biasileiloes.com.br//sale/detail?id=28667,Casa de Condomínio em Chácaras de Inoa - Maricá/RJ
